customerid,age,marital,education,balance,housing,loan,duration,campaign,pdays,previous,current,deposit
61527,39,divorced,tertiary,966,yes,yes,186,1,-1,0,1,no
94618,52,divorced,tertiary,0,no,no,335,1,-1,0,1,no
65519,42,single,secondary,58,no,no,428,1,-1,0,1,no
41928,79,married,unknown,0,no,no,167,1,-1,0,1,no
86120,41,divorced,secondary,840,yes,no,938,1,-1,0,1,yes
88636,26,single,secondary,81,no,yes,803,2,-1,0,1,yes
78469,32,married,secondary,2468,yes,yes,131,4,-1,0,1,no
85929,44,divorced,primary,538,no,no,196,2,-1,0,1,no
79938,58,married,secondary,4717,yes,no,135,1,-1,0,1,no
5266,43,single,tertiary,664,yes,no,119,1,-1,0,1,no
69188,28,married,secondary,339,yes,no,100,2,-1,0,1,no
6502,46,single,tertiary,1631,yes,no,175,1,-1,0,1,no
74994,44,married,primary,2958,yes,no,229,2,-1,0,1,no
53299,43,single,secondary,214,yes,no,335,1,-1,0,1,no
51679,78,married,primary,2735,no,no,418,2,-1,0,1,no
8142,46,married,primary,1429,yes,no,91,1,-1,0,1,no
4319,36,single,tertiary,1129,yes,no,444,1,-1,0,1,no
5471,39,single,secondary,-25,yes,no,576,1,-1,0,1,no
71469,51,married,secondary,1573,no,no,72,18,-1,0,1,no
64299,38,divorced,unknown,6360,no,no,1409,2,-1,0,1,yes
82283,50,divorced,tertiary,64,no,no,81,6,-1,0,1,no
54866,49,married,secondary,-327,yes,no,423,1,-1,0,1,no
75836,40,divorced,secondary,6,no,no,140,1,-1,0,1,no
66165,51,married,tertiary,990,no,no,189,5,-1,0,1,no
20653,45,married,secondary,2776,yes,no,287,2,181,1,1,yes
51491,34,married,secondary,199,yes,no,627,3,-1,0,1,no
32413,19,single,primary,103,no,no,177,2,95,4,1,no
77853,59,married,primary,914,no,no,139,8,-1,0,1,no
86836,43,married,secondary,128,yes,no,71,1,-1,0,1,no
75186,42,single,secondary,568,yes,no,311,2,341,2,1,no
92866,57,married,secondary,530,yes,no,10,7,360,7,1,no
92919,41,single,secondary,1680,yes,no,76,2,-1,0,1,no
61178,40,married,tertiary,271,yes,no,124,3,102,4,1,no
72952,38,married,tertiary,0,yes,no,136,1,-1,0,1,no
69359,54,married,tertiary,1014,no,yes,240,1,162,2,1,yes
43377,56,divorced,tertiary,2189,no,no,180,1,-1,0,1,no
89202,41,married,secondary,201,no,no,114,1,-1,0,1,no
53602,31,married,secondary,1354,yes,yes,222,2,-1,0,1,no
61715,38,married,secondary,215,yes,no,115,2,175,2,1,no
55962,54,single,secondary,492,no,no,330,1,-1,0,1,no
14289,50,married,primary,1260,no,no,172,1,-1,0,1,no
62351,58,married,secondary,1686,no,no,110,2,-1,0,1,no
16575,38,married,secondary,635,no,no,31,5,-1,0,1,no
76616,48,divorced,tertiary,0,no,no,126,2,-1,0,1,no
1813,39,single,secondary,4380,no,no,87,8,-1,0,1,no
18034,33,married,secondary,355,yes,no,87,3,-1,0,1,no
1021,44,married,secondary,1696,no,no,139,3,-1,0,1,no
90371,40,single,secondary,963,yes,no,479,1,-1,0,1,no
19264,65,married,primary,493,no,no,622,1,182,1,1,no
72150,28,single,tertiary,2489,yes,no,342,2,-1,0,1,yes
70686,61,married,tertiary,175,no,no,79,2,183,2,1,no
10073,48,married,secondary,2533,no,no,714,2,633,1,1,no
14646,51,married,secondary,423,yes,yes,236,1,90,1,1,no
13181,59,married,primary,96,no,no,88,2,-1,0,1,no
83955,43,married,secondary,2,yes,yes,7,5,-1,0,1,no
95008,57,divorced,secondary,-37,no,no,173,1,-1,0,1,no
84174,45,married,secondary,-847,no,yes,312,1,-1,0,1,no
53114,47,married,tertiary,274,no,yes,313,2,-1,0,1,no
84032,44,married,secondary,-153,no,yes,197,1,-1,0,1,no
85974,60,married,unknown,478,no,no,173,2,311,8,1,yes
48569,35,married,tertiary,2123,yes,no,249,3,-1,0,1,no
23030,42,divorced,secondary,466,no,no,48,1,-1,0,1,no
90416,38,single,tertiary,187,no,no,87,7,-1,0,1,no
26475,46,divorced,tertiary,194,no,no,97,1,-1,0,1,no
98540,28,married,secondary,519,yes,yes,311,1,-1,0,1,no
64534,37,married,unknown,47,no,no,374,3,-1,0,1,no
5514,43,divorced,tertiary,-166,yes,yes,176,2,-1,0,1,no
7644,25,single,secondary,122,yes,no,286,1,-1,0,1,no
185,35,married,tertiary,-126,no,no,82,2,-1,0,1,no
55505,52,married,secondary,331,no,no,84,4,-1,0,1,no
88287,72,married,unknown,1940,no,no,705,2,-1,0,1,yes
55406,40,married,tertiary,1063,yes,yes,264,2,-1,0,1,no
85102,57,married,primary,595,no,no,188,2,-1,0,1,no
318,43,single,secondary,375,no,yes,163,4,-1,0,1,no
20041,47,single,unknown,-213,yes,no,168,1,-1,0,1,no
91749,62,married,tertiary,0,no,no,188,2,-1,0,1,no
4413,31,single,tertiary,0,no,no,120,6,-1,0,1,no
33513,31,married,secondary,0,yes,no,133,1,-1,0,1,no
28725,29,single,secondary,166,no,yes,108,8,-1,0,1,no
10944,43,divorced,primary,-97,yes,yes,747,4,-1,0,1,no
31626,31,single,secondary,284,yes,no,855,1,-1,0,1,yes
96080,46,divorced,secondary,22,no,no,8,10,-1,0,1,no
81457,22,single,tertiary,897,yes,no,133,4,-1,0,1,yes
83285,30,single,tertiary,44,no,no,108,2,-1,0,1,no
89988,46,married,secondary,-337,yes,no,112,1,-1,0,1,no
78543,34,married,primary,392,yes,no,180,3,360,1,1,no
368,30,single,tertiary,253,yes,no,283,4,-1,0,1,no
86367,52,married,primary,0,yes,no,17,28,-1,0,1,no
13590,40,divorced,secondary,399,no,no,246,2,-1,0,1,no
80299,43,married,tertiary,79,no,no,640,1,-1,0,1,yes
5954,42,married,secondary,645,yes,yes,42,2,-1,0,1,no
82949,47,married,primary,-58,yes,no,92,2,-1,0,1,no
51169,33,single,tertiary,191,no,yes,25,1,-1,0,1,no
27116,45,married,secondary,226,no,no,211,2,-1,0,1,no
8946,52,single,tertiary,1623,yes,no,21,17,-1,0,1,no
45754,45,married,unknown,1979,no,no,76,3,-1,0,1,no
42576,49,married,secondary,880,yes,yes,22,3,-1,0,1,no
85811,54,married,secondary,285,yes,yes,63,1,2,5,1,no
20888,32,single,secondary,322,yes,no,233,3,-1,0,1,no
877,56,married,primary,2086,yes,no,159,8,-1,0,1,no
64790,32,single,secondary,641,yes,no,148,1,-1,0,1,no
10040,48,single,tertiary,0,no,no,96,3,-1,0,1,no
44459,43,married,tertiary,68,yes,no,31,2,-1,0,1,no
13001,56,single,secondary,-273,no,no,119,2,-1,0,1,no
35087,34,married,tertiary,0,yes,no,262,1,99,2,1,yes
41934,27,single,tertiary,450,yes,no,49,1,-1,0,1,no
68132,47,married,secondary,310,yes,yes,128,6,-1,0,1,no
1589,56,married,primary,278,no,yes,261,3,-1,0,1,no
67044,76,married,secondary,820,no,no,263,4,-1,0,1,yes
78144,30,single,secondary,-213,yes,yes,751,1,-1,0,1,yes
64747,32,single,secondary,1307,yes,no,267,2,-1,0,1,no
71,41,married,secondary,205,yes,no,91,1,-1,0,1,no
48745,59,married,primary,2722,no,no,145,1,-1,0,1,no
10073,48,married,secondary,2533,no,no,714,2,633,1,1,no
7076,33,single,tertiary,6127,no,no,127,3,-1,0,1,no
